pH,EC,Total Hardness,Ca,Mg,Cl,SO4,NO3,F,Potable,WQI,WQI_Category
7.18,2010.0,550.0,52.0,102.0,389.0,58.0,180.0,1.11,0,233.3755991285403,Very Poor
7.8,1602.0,280.0,36.0,46.0,255.0,77.0,95.0,0.98,0,145.879690147664,Poor
7.51,1371.0,310.0,38.0,52.0,106.0,63.0,110.0,0.81,0,143.2491890583394,Poor
7.43,1678.0,705.0,182.0,61.0,284.0,154.0,142.0,0.44,0,214.61609779714357,Very Poor
7.66,598.0,325.0,56.0,45.0,46.0,20.0,48.0,1.18,0,100.88402323892518,Poor
7.49,1365.0,500.0,54.0,89.0,273.0,14.0,39.0,1.05,0,146.5914306463326,Poor
7.75,2110.0,450.0,100.0,49.0,546.0,110.0,1.0,0.78,0,147.10854514645365,Poor
7.49,938.0,415.0,48.0,72.0,114.0,62.0,6.0,0.52,0,101.08402323892518,Poor
7.44,1916.0,555.0,94.0,78.0,256.0,18.0,216.0,1.26,0,240.13674655047203,Very Poor
7.55,403.0,245.0,48.0,30.0,28.0,35.0,13.0,0.66,0,63.987339627208904,Good
7.49,487.0,165.0,46.0,12.0,43.0,29.0,1.0,0.35,1,46.05850883563303,Excellent
7.29,3180.0,280.0,38.0,45.0,510.0,389.0,108.0,1.09,0,210.1430646332607,Very Poor
7.27,1061.0,525.0,114.0,58.0,110.0,32.0,28.0,1.2,0,130.8519728879206,Poor
7.21,1333.0,310.0,70.0,33.0,203.0,128.0,14.0,0.84,0,105.89886226095378,Poor
7.39,779.0,220.0,46.0,26.0,94.0,34.0,28.0,0.66,0,78.05654805131928,Good
7.25,1049.0,340.0,48.0,54.0,126.0,89.0,10.0,1.11,0,103.06787702735417,Poor
7.43,2240.0,760.0,108.0,119.0,332.0,195.0,126.0,1.98,0,257.4354393609296,Very Poor
7.17,2030.0,650.0,80.0,109.0,249.0,256.0,75.0,1.09,0,205.8854030501089,Very Poor
7.26,7690.0,1940.0,152.0,379.0,1428.0,1210.0,87.0,0.79,0,599.5514887436456,Unsuitable
7.34,1963.0,580.0,72.0,97.0,483.0,74.0,26.0,1.03,0,174.14795449043814,Poor
6.89,1210.0,290.0,36.0,49.0,231.0,96.0,70.0,0.83,0,124.9269910433309,Poor
7.36,997.0,240.0,70.0,16.0,202.0,14.0,12.0,0.96,0,83.95468409586057,Good
7.35,326.0,140.0,24.0,19.0,35.0,10.0,11.0,0.34,1,42.956669087388036,Excellent
7.24,1079.0,260.0,56.0,29.0,187.0,18.0,88.0,0.4,0,113.79249576373759,Poor
7.77,720.0,90.0,14.0,13.0,71.0,48.0,14.0,0.95,1,57.80910191236988,Good
7.22,981.0,335.0,80.0,33.0,153.0,88.0,4.0,0.55,0,89.42815298959091,Good
7.18,1872.0,1040.0,296.0,73.0,195.0,510.0,32.0,1.64,0,239.22827402565966,Very Poor
7.3,78.0,80.0,10.0,13.0,2.0,35.0,2.0,0.12,1,22.688404744613894,Excellent
8.09,511.0,185.0,26.0,29.0,56.0,22.0,12.0,0.9,1,63.06122004357298,Good
7.54,1382.0,350.0,16.0,75.0,341.0,52.0,1.0,0.7,0,111.36998305495041,Poor
7.46,1639.0,440.0,66.0,67.0,320.0,127.0,72.0,0.6,0,157.22948438634714,Poor
7.31,899.0,565.0,166.0,36.0,122.0,98.0,62.0,0.88,0,141.50576131687242,Poor
7.02,1364.0,500.0,108.0,56.0,280.0,45.0,75.0,0.51,0,151.43863471314452,Poor
7.26,2020.0,430.0,54.0,72.0,332.0,161.0,155.0,0.61,0,201.87576857903653,Very Poor
8.23,697.0,190.0,18.0,35.0,95.0,47.0,0.0,1.43,1,72.77705156136528,Good
7.4,762.0,275.0,60.0,30.0,95.0,32.0,3.0,0.78,0,75.40559186637617,Good
7.25,3870.0,1220.0,240.0,151.0,604.0,710.0,54.0,0.76,0,336.9304284676833,Unsuitable
7.8,2050.0,330.0,28.0,63.0,348.0,88.0,2.0,2.27,0,145.64759138223192,Poor
7.19,595.0,160.0,28.0,22.0,92.0,14.0,18.0,0.63,1,60.57196804647785,Good
7.4,1187.0,385.0,132.0,13.0,190.0,103.0,40.0,0.69,0,115.94057129024449,Poor
7.7,800.0,220.0,39.0,30.0,84.0,74.0,13.0,0.93,0,77.63534253207456,Good
7.14,590.0,205.0,54.0,17.0,52.0,41.0,14.0,0.36,0,59.740329218106986,Good
7.5,750.0,240.0,84.0,7.0,80.0,63.0,34.0,1.12,0,85.94747034616317,Good
7.35,772.0,245.0,45.0,32.0,119.0,60.0,34.0,0.3,0,81.04020818203824,Good
7.35,791.0,215.0,43.0,26.0,123.0,65.0,59.0,0.99,0,96.43444686516581,Good
7.28,1003.0,265.0,65.0,25.0,155.0,133.0,47.0,0.33,0,97.65492616799806,Good
7.5,167.0,56.0,15.0,4.0,31.0,25.0,9.0,0.43,1,28.331009440813364,Excellent
7.5,1242.0,395.0,19.0,84.0,73.0,84.0,34.0,1.4,0,129.62277898813846,Poor
7.28,1493.0,405.0,42.0,73.0,190.0,138.0,65.0,0.62,0,144.11171629145485,Poor
7.5,565.0,161.0,43.0,13.0,77.0,60.0,40.0,0.61,1,69.11166787702734,Good
7.0,931.0,300.0,49.0,43.0,187.0,60.0,40.0,0.55,0,99.95371580731059,Good
7.1,222.0,91.0,16.0,12.0,41.0,31.0,9.0,1.39,1,46.766376180101666,Excellent
7.34,873.0,105.0,59.0,38.0,87.0,50.0,25.0,0.52,1,77.73766642459452,Good
7.28,908.0,315.0,51.0,46.0,80.0,70.0,112.0,0.58,0,129.07056402808036,Poor
7.3,1442.0,295.0,50.0,41.0,226.0,108.0,78.0,0.66,0,131.89128540305012,Poor
7.4,1182.0,425.0,124.0,28.0,155.0,162.0,55.0,0.71,0,129.97760832728153,Poor
7.01,636.0,205.0,67.0,9.0,119.0,84.0,34.0,0.22,0,69.80564028080369,Good
7.4,1037.0,345.0,48.0,55.0,165.0,70.0,65.0,0.99,0,125.15456305979181,Poor
7.2,971.0,325.0,70.0,36.0,105.0,36.0,65.0,0.37,0,107.77039457758413,Poor
7.2,861.0,270.0,34.0,45.0,66.0,119.0,53.0,0.67,0,100.68274025659647,Poor
7.61,177.0,66.0,19.0,4.0,31.0,22.0,21.0,0.87,1,40.081190994916476,Excellent
7.6,925.0,250.0,51.0,30.0,20.0,119.0,21.0,0.95,0,87.38852578068264,Good
7.1,505.0,161.0,53.0,7.0,73.0,31.0,14.0,1.23,1,62.303001694504964,Good
7.6,1097.0,340.0,62.0,45.0,126.0,98.0,28.0,0.61,0,104.86671508109418,Poor
7.3,865.0,230.0,38.0,33.0,102.0,124.0,34.0,1.23,0,95.14107964173321,Good
7.28,2535.0,813.0,172.0,93.0,421.0,402.0,118.0,0.73,0,258.9643911885742,Very Poor
7.3,219.0,71.0,19.0,6.0,45.0,22.0,9.0,0.4,1,31.540668119099493,Excellent
7.53,538.0,205.0,45.0,22.0,70.0,31.0,8.0,1.06,0,65.65056886952313,Good
7.0,1347.0,405.0,140.0,13.0,247.0,162.0,19.0,1.57,0,127.93519728879208,Poor
7.4,1362.0,415.0,108.0,35.0,329.0,108.0,19.0,1.97,0,137.98501573468891,Poor
7.35,2545.0,555.0,128.0,57.0,644.0,108.0,40.0,1.55,0,198.8303316388284,Poor
7.6,1072.0,280.0,67.0,27.0,148.0,98.0,71.0,1.88,0,129.01650931977727,Poor
7.6,337.0,131.0,34.0,11.0,41.0,23.0,65.0,1.26,0,75.70416364076495,Good
7.4,372.0,166.0,51.0,9.0,70.0,24.0,21.0,1.82,0,69.81917211328975,Good
7.1,825.0,305.0,104.0,11.0,119.0,65.0,40.0,0.62,0,93.03221980150084,Good
7.5,885.0,250.0,39.0,37.0,91.0,239.0,16.0,0.51,0,86.18697651900266,Good
7.43,1015.0,230.0,45.0,29.0,134.0,157.0,84.0,1.1,0,119.65519244734932,Poor
7.2,237.0,101.0,23.0,11.0,41.0,41.0,11.0,0.5,1,38.65187605906559,Excellent
7.03,112.0,68.0,10.0,6.0,27.0,22.0,9.0,0.81,1,31.691793754538853,Excellent
7.3,111.0,65.0,4.0,8.0,24.0,17.0,15.0,0.81,1,33.78264342774146,Excellent
7.5,1825.0,415.0,39.0,77.0,322.0,287.0,23.0,0.7,0,147.22689421447592,Poor
7.4,785.0,151.0,34.0,16.0,95.0,31.0,9.0,1.2,1,67.66485112563544,Good
7.35,1418.0,410.0,43.0,74.0,212.0,60.0,65.0,0.55,0,140.01592834664729,Poor
7.42,660.0,205.0,35.0,29.0,123.0,60.0,40.0,0.29,0,75.98516097797143,Good
7.53,725.0,255.0,53.0,30.0,95.0,84.0,47.0,0.54,0,89.52711207939966,Good
7.29,1237.0,370.0,34.0,69.0,190.0,70.0,8.0,0.24,0,102.52166545630597,Poor
7.45,911.0,305.0,46.0,46.0,84.0,162.0,71.0,0.57,0,114.52653110626967,Poor
7.8,1126.0,315.0,96.0,18.0,70.0,124.0,34.0,1.41,0,111.05458726700556,Poor
7.4,329.0,116.0,38.0,5.0,56.0,36.0,28.0,0.62,1,50.667731784071655,Good
7.56,1037.0,330.0,63.0,42.0,130.0,210.0,59.0,0.73,0,120.3372064875333,Poor
7.59,2250.0,660.0,112.0,92.0,454.0,68.0,15.0,0.54,0,178.3131445170661,Poor
7.97,1256.0,430.0,88.0,51.0,213.0,52.0,59.0,0.62,0,133.9438876785282,Poor
7.4,1865.0,800.0,80.0,146.0,241.0,129.0,5.0,0.88,0,187.70888404744616,Poor
7.81,2160.0,580.0,56.0,107.0,355.0,33.0,70.0,0.59,0,188.11885741951102,Poor
7.84,3480.0,980.0,88.0,185.0,895.0,6.0,1.0,0.98,0,268.0091987412249,Very Poor
8.01,2570.0,860.0,80.0,161.0,383.0,58.0,131.0,0.94,0,268.70714112805615,Very Poor
7.67,5430.0,1070.0,80.0,212.0,1136.0,327.0,104.0,1.24,0,394.4503510045994,Unsuitable
7.4,3230.0,940.0,96.0,170.0,909.0,41.0,61.0,0.59,0,276.44797869765193,Very Poor
7.75,3480.0,900.0,88.0,165.0,618.0,262.0,124.0,2.76,0,329.9455821834906,Unsuitable
8.11,2240.0,500.0,40.0,97.0,270.0,59.0,111.0,0.72,0,196.75889615105302,Poor
7.65,792.0,260.0,72.0,19.0,170.0,12.0,11.0,0.45,0,73.93415637860082,Good
7.39,1946.0,640.0,96.0,97.0,284.0,50.0,30.0,0.85,0,173.29934640522873,Poor
8.13,563.0,200.0,24.0,34.0,99.0,11.0,14.0,0.1,1,58.582086661825215,Good
7.86,1857.0,540.0,64.0,92.0,256.0,45.0,27.0,1.14,0,160.69411764705885,Poor
7.12,5560.0,1440.0,144.0,263.0,1676.0,217.0,8.0,0.74,0,412.353764221738,Unsuitable
7.6,2270.0,780.0,80.0,141.0,355.0,70.0,51.0,1.44,0,221.95642701525054,Very Poor
7.93,890.0,360.0,32.0,68.0,185.0,23.0,4.0,0.56,0,93.70491406439118,Good
7.75,2580.0,720.0,128.0,97.0,454.0,128.0,54.0,0.98,0,217.85998547567175,Very Poor
8.08,840.0,270.0,48.0,36.0,156.0,22.0,6.0,0.61,0,78.6636165577342,Good
7.49,1703.0,580.0,128.0,63.0,355.0,25.0,25.0,0.42,0,150.01282982328735,Poor
7.26,4810.0,1220.0,88.0,243.0,1129.0,124.0,106.0,1.29,0,393.4988138465263,Unsuitable
7.19,4100.0,1280.0,120.0,238.0,1008.0,100.0,171.0,1.34,0,405.02135076252716,Unsuitable
7.73,1898.0,500.0,112.0,54.0,405.0,80.0,13.0,0.65,0,146.30839990317114,Poor
7.44,7970.0,1510.0,136.0,285.0,2222.0,163.0,24.0,1.15,0,508.81452432824983,Unsuitable
7.95,2180.0,720.0,64.0,136.0,355.0,85.0,99.0,0.67,0,223.28612926652139,Very Poor
8.01,3410.0,1000.0,64.0,204.0,696.0,91.0,4.0,1.9,0,280.8659888646817,Very Poor
7.95,3230.0,840.0,88.0,151.0,682.0,60.0,153.0,0.34,0,291.9009440813362,Very Poor
7.36,1690.0,600.0,152.0,54.0,256.0,36.0,96.0,0.29,0,175.99912854030504,Poor
7.59,2870.0,840.0,96.0,146.0,675.0,269.0,111.0,1.65,0,288.45388525780686,Very Poor
7.78,952.0,340.0,36.0,61.0,178.0,83.0,23.0,0.5,0,101.08695231178892,Poor
7.73,2210.0,680.0,132.0,85.0,426.0,247.0,29.0,0.35,0,188.1446138949407,Poor
7.09,1570.0,530.0,116.0,58.0,369.0,122.0,22.0,0.46,0,143.239554587267,Poor
7.8,1251.0,370.0,92.0,34.0,213.0,94.0,31.0,0.29,0,110.59409343984507,Poor
7.87,1311.0,410.0,80.0,51.0,185.0,129.0,25.0,1.3,0,129.3439845073832,Poor
7.28,2230.0,640.0,128.0,78.0,355.0,206.0,9.0,0.74,0,175.8010167029775,Poor
7.72,387.0,210.0,32.0,32.0,71.0,27.0,4.0,0.22,0,52.00832728152988,Good
7.65,2040.0,570.0,68.0,97.0,412.0,183.0,15.0,4.48,0,215.1703703703704,Very Poor
7.5,3020.0,740.0,192.0,63.0,639.0,173.0,267.0,0.16,0,311.1853304284677,Unsuitable
7.76,1883.0,510.0,108.0,58.0,298.0,207.0,108.0,0.79,0,189.7649963689179,Poor
7.34,1778.0,570.0,80.0,90.0,284.0,115.0,20.0,1.4,0,165.33807794722827,Poor
7.15,1951.0,560.0,140.0,51.0,398.0,168.0,82.0,1.55,0,196.0399903171145,Poor
7.87,1164.0,380.0,72.0,49.0,199.0,94.0,84.0,0.84,0,139.84110384894697,Poor
7.64,1259.0,430.0,104.0,41.0,263.0,107.0,26.0,1.46,0,132.70568869523117,Poor
7.71,1420.0,520.0,100.0,66.0,263.0,125.0,59.0,0.76,0,156.01360445412735,Poor
7.82,785.0,270.0,56.0,32.0,135.0,65.0,20.0,0.8,0,85.86008230452674,Good
7.35,1672.0,450.0,140.0,24.0,298.0,176.0,101.0,0.92,0,170.58876785282015,Poor
7.42,987.0,340.0,72.0,39.0,178.0,84.0,9.0,0.53,0,93.46870007262163,Good
7.96,220.0,110.0,28.0,10.0,50.0,7.0,27.0,0.06,1,39.92447349310095,Excellent
8.03,2960.0,830.0,44.0,175.0,355.0,94.0,190.0,1.47,0,307.86613410796417,Unsuitable
7.67,2970.0,870.0,60.0,175.0,639.0,107.0,47.0,0.93,0,255.7738077947228,Very Poor
7.8,1112.0,390.0,76.0,49.0,213.0,67.0,41.0,1.13,0,124.94388767852821,Poor
7.46,1488.0,460.0,68.0,71.0,277.0,124.0,79.0,0.87,0,161.21878479786974,Poor
7.37,2210.0,750.0,164.0,83.0,362.0,244.0,154.0,0.84,0,251.20208182038252,Very Poor
7.48,2004.0,610.0,112.0,80.0,327.0,284.0,34.0,1.47,0,188.45843621399177,Poor
7.82,872.0,310.0,76.0,29.0,135.0,57.0,14.0,2.48,0,110.05761316872429,Poor
7.63,1282.0,410.0,100.0,39.0,192.0,105.0,64.0,1.2,0,141.0706366497216,Poor
7.58,927.0,380.0,56.0,58.0,149.0,9.0,23.0,1.58,0,114.10278382958121,Poor
7.66,2120.0,640.0,48.0,126.0,426.0,136.0,32.0,1.22,0,194.24410554345195,Poor
7.54,1158.0,350.0,104.0,22.0,220.0,48.0,72.0,1.24,0,131.39796659404504,Poor
7.2,1738.0,640.0,144.0,68.0,433.0,94.0,52.0,0.84,0,179.34282256112323,Poor
7.6,1549.0,540.0,144.0,44.0,284.0,124.0,146.0,0.82,0,195.71280561607358,Poor
7.68,1636.0,490.0,76.0,73.0,334.0,182.0,33.0,0.66,0,150.97182280319535,Poor
7.6,1671.0,550.0,88.0,80.0,348.0,153.0,54.0,1.68,0,180.04531590413947,Poor
7.78,956.0,350.0,100.0,24.0,135.0,83.0,22.0,1.45,0,107.56184943113047,Poor
7.53,3050.0,880.0,144.0,126.0,753.0,283.0,18.0,1.38,0,255.99665940450254,Very Poor
7.48,2160.0,510.0,100.0,63.0,334.0,207.0,104.0,0.21,0,189.2872427983539,Poor
7.46,4050.0,1100.0,172.0,163.0,1179.0,221.0,22.0,1.34,0,322.17927862503024,Unsuitable
7.6,1352.0,440.0,96.0,49.0,213.0,156.0,89.0,1.35,0,162.2016945049625,Poor
7.55,3130.0,890.0,116.0,146.0,788.0,248.0,75.0,1.25,0,283.3968046477851,Very Poor
7.8,642.0,280.0,48.0,39.0,92.0,77.0,29.0,0.74,0,86.40808520939238,Good
7.91,1660.0,340.0,56.0,49.0,291.0,69.0,33.0,1.47,0,136.120406681191,Poor
7.52,1940.0,750.0,124.0,107.0,433.0,71.0,33.0,0.6,0,190.56819172113288,Poor
7.63,992.0,520.0,80.0,78.0,163.0,90.0,63.0,0.65,0,142.8862745098039,Poor
7.71,1475.0,600.0,84.0,95.0,206.0,146.0,80.0,0.86,0,179.15187605906561,Poor
7.7,635.0,320.0,28.0,61.0,85.0,44.0,32.0,0.62,0,91.8789639312515,Good
7.8,664.0,310.0,52.0,44.0,92.0,24.0,41.0,0.41,0,89.96364076494794,Good
7.69,2340.0,670.0,104.0,100.0,305.0,400.0,122.0,1.82,0,250.67271847010412,Very Poor
7.68,2250.0,570.0,96.0,80.0,305.0,273.0,109.0,1.05,0,214.73396272089084,Very Poor
7.87,1428.0,510.0,88.0,71.0,220.0,113.0,41.0,1.27,0,153.039457758412,Poor
7.74,1015.0,320.0,52.0,46.0,163.0,93.0,62.0,0.53,0,114.65703219559427,Poor
7.46,1355.0,300.0,56.0,39.0,163.0,71.0,79.0,0.83,0,129.58174776083274,Poor
7.81,1045.0,380.0,44.0,66.0,135.0,153.0,37.0,0.9,0,120.68675865407891,Poor
7.75,2030.0,570.0,96.0,80.0,220.0,347.0,132.0,0.97,0,218.0624546114742,Very Poor
7.74,921.0,330.0,44.0,54.0,114.0,97.0,42.0,1.04,0,111.43151779230209,Poor
7.62,1349.0,430.0,56.0,71.0,178.0,133.0,43.0,0.85,0,136.81994674412977,Poor
7.72,687.0,240.0,32.0,39.0,99.0,62.0,31.0,0.57,0,81.23301863955459,Good
7.58,1985.0,640.0,64.0,117.0,426.0,191.0,89.0,0.79,0,210.06327765674166,Very Poor
7.62,2340.0,760.0,144.0,97.0,355.0,234.0,144.0,0.52,0,248.76397966594044,Very Poor
7.67,739.0,350.0,32.0,66.0,114.0,36.0,36.0,0.64,0,100.98779956427015,Poor
7.76,924.0,260.0,44.0,36.0,128.0,39.0,72.0,0.58,0,105.90079883805375,Poor
7.78,426.0,200.0,20.0,36.0,92.0,27.0,6.0,0.72,1,59.78983297022513,Good
7.94,1652.0,390.0,72.0,51.0,263.0,153.0,38.0,0.35,0,132.3498426531106,Poor
7.82,550.0,240.0,60.0,22.0,92.0,52.0,5.0,0.38,0,62.16625514403292,Good
8.02,1187.0,390.0,72.0,51.0,170.0,143.0,9.0,0.39,0,106.37182280319536,Poor
7.74,1213.0,620.0,68.0,109.0,213.0,71.0,40.0,0.46,0,152.6652626482692,Poor
7.73,2060.0,730.0,44.0,151.0,383.0,137.0,105.0,0.4,0,225.17095134350035,Very Poor
7.64,1376.0,400.0,92.0,41.0,170.0,144.0,7.0,1.71,0,126.0324376664246,Poor
7.92,1202.0,350.0,76.0,39.0,114.0,52.0,32.0,1.81,0,122.54722827402567,Poor
8.03,1008.0,330.0,84.0,29.0,99.0,94.0,73.0,1.04,0,122.70070200919875,Poor
7.58,1385.0,400.0,76.0,51.0,227.0,89.0,87.0,0.55,0,145.78838053740014,Poor
7.67,1305.0,390.0,68.0,54.0,241.0,98.0,35.0,0.3,0,119.52442507867343,Poor
7.84,860.0,370.0,48.0,61.0,78.0,46.0,28.0,1.11,0,107.5672234325829,Poor
7.68,1178.0,400.0,56.0,63.0,135.0,270.0,17.0,0.42,0,115.81215202130234,Poor
7.88,2620.0,580.0,68.0,100.0,412.0,151.0,284.0,0.34,0,289.76175260227546,Very Poor
7.83,1817.0,460.0,80.0,63.0,284.0,139.0,41.0,0.7,0,151.5058339385137,Poor
8.05,2250.0,340.0,92.0,27.0,355.0,298.0,4.0,2.43,0,158.29097070927133,Poor
8.06,1367.0,370.0,100.0,29.0,199.0,81.0,38.0,0.69,0,119.94083756959573,Poor
7.76,1282.0,480.0,84.0,66.0,241.0,82.0,48.0,0.94,0,143.50820624546117,Poor
7.79,1293.0,450.0,80.0,61.0,199.0,79.0,10.0,1.1,0,124.67673686758654,Poor
7.91,1058.0,390.0,56.0,61.0,121.0,68.0,16.0,1.63,0,118.38378116678771,Poor
7.96,1248.0,510.0,120.0,51.0,185.0,194.0,6.0,1.04,0,130.7269426289034,Poor
7.79,931.0,390.0,44.0,68.0,121.0,56.0,42.0,0.2,0,108.55904139433551,Poor
7.9,1334.0,350.0,44.0,58.0,156.0,82.0,86.0,0.31,0,134.1446138949407,Poor
7.8,1181.0,500.0,72.0,78.0,170.0,42.0,7.0,0.64,0,120.66569837811669,Poor
7.68,1078.0,370.0,44.0,63.0,199.0,51.0,14.0,0.44,0,102.69610263858628,Poor
7.72,1665.0,520.0,124.0,51.0,284.0,108.0,32.0,0.5,0,145.7433067053982,Poor
7.86,1179.0,460.0,64.0,73.0,178.0,92.0,51.0,1.1,0,141.28424110384896,Poor
7.58,3320.0,730.0,124.0,102.0,760.0,193.0,83.0,0.61,0,256.63858629871703,Very Poor
7.98,2480.0,680.0,96.0,107.0,391.0,157.0,125.0,0.39,0,233.4735899297991,Very Poor
7.92,545.0,220.0,24.0,39.0,99.0,28.0,35.0,0.53,0,75.49784555797629,Good
7.8,1976.0,400.0,76.0,51.0,312.0,158.0,77.0,1.21,0,169.679690147664,Poor
7.36,2520.0,700.0,96.0,112.0,596.0,124.0,63.0,0.48,0,217.33246187363835,Very Poor
7.84,1081.0,380.0,40.0,68.0,170.0,78.0,29.0,0.27,0,108.93923989348825,Poor
7.78,840.0,270.0,64.0,27.0,121.0,49.0,40.0,0.84,0,94.23345436940208,Good
7.88,595.0,230.0,44.0,29.0,78.0,53.0,7.0,0.4,0,63.68850157346889,Good
7.78,2450.0,750.0,148.0,92.0,554.0,67.0,121.0,0.65,0,241.65567659162429,Very Poor
7.9,1954.0,300.0,60.0,36.0,270.0,314.0,61.0,0.35,0,143.07383200193658,Poor
7.87,570.0,220.0,52.0,22.0,107.0,32.0,12.0,1.95,0,82.37443718228032,Good
7.82,972.0,310.0,64.0,36.0,163.0,71.0,24.0,1.76,0,109.91604938271604,Poor
8.2,328.0,165.0,12.0,33.0,57.0,34.0,7.0,0.43,1,49.548850157346884,Excellent
7.73,2510.0,540.0,80.0,83.0,320.0,312.0,229.0,1.09,0,270.03679496489957,Very Poor
7.78,1314.0,350.0,56.0,51.0,227.0,114.0,76.0,1.0,0,140.4235778261922,Poor
7.86,1012.0,440.0,40.0,83.0,178.0,67.0,5.0,0.35,0,107.08259501331398,Poor
7.89,527.0,210.0,28.0,34.0,85.0,29.0,7.0,1.04,0,67.6083272815299,Good
7.65,732.0,320.0,20.0,66.0,92.0,42.0,34.0,0.55,0,94.98930041152263,Good
7.74,1786.0,520.0,56.0,92.0,298.0,128.0,149.0,0.93,0,208.4718470104091,Very Poor
8.07,289.0,160.0,24.0,24.0,50.0,28.0,8.0,0.33,1,45.38658920358267,Excellent
7.46,1169.0,350.0,72.0,41.0,270.0,72.0,30.0,1.27,0,119.3529411764706,Poor
7.84,1824.0,470.0,44.0,88.0,249.0,296.0,37.0,0.67,0,158.93018639554586,Poor
7.76,1020.0,370.0,72.0,46.0,178.0,73.0,48.0,1.02,0,120.53042846768338,Poor
8.02,622.0,200.0,44.0,22.0,92.0,46.0,10.0,1.09,1,70.12655531348342,Good
7.8,658.0,260.0,60.0,27.0,85.0,61.0,20.0,0.79,0,79.13894940692326,Good
7.89,1037.0,320.0,40.0,54.0,135.0,92.0,14.0,1.28,0,105.15565238441057,Poor
7.92,658.0,230.0,72.0,12.0,99.0,50.0,12.0,0.6,0,68.1686274509804,Good
7.6,1634.0,350.0,64.0,46.0,263.0,166.0,134.0,0.77,0,171.52268215928348,Poor
7.58,2770.0,840.0,112.0,136.0,547.0,138.0,126.0,0.42,0,266.98591140159766,Very Poor
7.85,1506.0,640.0,80.0,107.0,206.0,124.0,133.0,0.29,0,200.0722343258291,Very Poor
8.01,1088.0,480.0,64.0,78.0,163.0,100.0,42.0,0.88,0,135.56310820624546,Poor
7.79,585.0,340.0,100.0,22.0,107.0,53.0,13.0,0.4,0,78.50636649721616,Good
7.75,297.0,140.0,36.0,12.0,50.0,34.0,4.0,0.23,1,38.86903897361414,Excellent
7.92,2230.0,530.0,72.0,85.0,376.0,137.0,36.0,0.28,0,168.04270152505447,Poor
7.87,1607.0,510.0,64.0,85.0,312.0,128.0,28.0,0.8,0,151.21805858145729,Poor
7.65,485.0,60.0,20.0,2.0,57.0,21.0,6.0,0.13,1,32.21975308641975,Excellent
7.21,1255.0,340.0,40.0,58.0,163.0,106.0,49.0,0.25,0,115.57375938029534,Poor
7.25,1650.0,230.0,38.0,33.0,301.0,136.0,33.0,0.22,0,107.94030501089325,Poor
7.65,750.0,275.0,40.0,43.0,71.0,18.0,11.0,0.62,0,77.26625514403293,Good
7.9,1620.0,400.0,120.0,24.0,496.0,6.0,15.0,0.32,0,120.81539578794481,Poor
7.1,1362.0,430.0,150.0,13.0,202.0,58.0,50.0,0.57,0,126.48942144759138,Poor
8.05,1420.0,225.0,46.0,27.0,230.0,106.0,6.0,0.19,0,86.94734931009441,Good
8.2,865.0,325.0,88.0,26.0,121.0,15.0,4.0,0.16,0,76.98835633018638,Good
8.2,675.0,210.0,52.0,19.0,71.0,19.0,24.0,0.41,0,67.96572258533044,Good
7.6,1510.0,275.0,58.0,32.0,177.0,163.0,21.0,0.35,0,103.87371096586783,Poor
8.01,710.0,225.0,80.0,6.0,110.0,10.0,5.0,0.2,0,59.24170902929073,Good
7.77,934.0,200.0,44.0,22.0,74.0,72.0,22.0,0.5,1,75.69634471072379,Good
8.2,1060.0,190.0,48.0,17.0,106.0,34.0,52.0,0.61,0,90.61181312030985,Good
7.64,927.0,240.0,60.0,22.0,138.0,42.0,37.0,0.3,0,84.49169692568385,Good
8.11,1292.0,285.0,30.0,51.0,99.0,62.0,42.0,0.42,0,105.8342047930283,Poor
7.7,1145.0,290.0,40.0,46.0,142.0,53.0,20.0,0.76,0,97.83945775841201,Good
8.2,1040.0,160.0,44.0,12.0,142.0,38.0,33.0,0.41,1,76.93362381989833,Good
8.16,300.0,100.0,20.0,6.0,28.0,13.0,3.0,0.58,1,34.96543209876543,Excellent
7.73,1028.0,425.0,100.0,43.0,106.0,31.0,33.0,0.42,0,109.52527233115468,Poor
8.01,1035.0,250.0,34.0,40.0,191.0,58.0,19.0,0.41,0,86.96475429678043,Good
8.2,1230.0,275.0,66.0,27.0,213.0,46.0,37.0,0.53,0,102.35625756475429,Poor
8.2,1195.0,260.0,54.0,30.0,213.0,182.0,53.0,0.61,0,112.60111353183248,Poor
8.0,1175.0,245.0,50.0,29.0,195.0,29.0,15.0,0.51,0,87.06427015250544,Good
8.21,450.0,145.0,36.0,13.0,35.0,17.0,12.0,0.71,1,51.83986928104576,Good
8.15,2090.0,410.0,86.0,47.0,567.0,125.0,35.0,0.39,0,152.2809973372065,Poor
7.29,290.0,95.0,24.0,9.0,28.0,12.0,17.0,0.37,1,38.517961752602275,Excellent
7.42,823.0,250.0,22.0,47.0,92.0,106.0,27.0,0.44,0,84.53783587509078,Good
7.77,1450.0,230.0,18.0,45.0,110.0,197.0,63.0,0.94,0,122.77124183006536,Poor
7.73,935.0,215.0,44.0,26.0,142.0,77.0,87.0,0.48,0,106.70305010893246,Poor
7.21,731.0,220.0,30.0,35.0,60.0,38.0,47.0,0.39,0,81.3038005325587,Good
7.67,778.0,155.0,40.0,13.0,106.0,58.0,2.0,0.24,1,54.320721374969736,Good
7.28,1666.0,305.0,66.0,34.0,124.0,154.0,106.0,0.21,0,142.3866134107964,Poor
